build_bytes, build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_query_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size, probe_time_ms, sort_time_ms
 1288923007,         5.566,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      8,      5,             0,            1,  b_link_tree,           32,       191.173,       14.600
 1288923007,         5.565,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      8,      5,             0,            1,  b_link_tree,           32,        96.007,       14.600
 1288923007,         5.571,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      8,      5,             0,            1,  b_link_tree,           32,        77.308,       14.638
 1288923007,         5.563,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                     10,      5,             0,            0,  b_link_tree,           32,     21705.504,        0.000
 1288923007,         5.566,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                     10,      5,             0,            0,  b_link_tree,           32,      5521.836,        0.000
 1288923007,         5.567,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                     10,      5,             0,            0,  b_link_tree,           32,      1458.555,        0.000
 1288923007,         5.566,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                     10,      5,             0,            0,  b_link_tree,           32,       429.058,        0.000
 1288923007,         5.561,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                     10,      5,             0,            1,  b_link_tree,           32,      2293.786,       14.580
 1288923007,         5.565,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                     10,      5,             0,            1,  b_link_tree,           32,       600.439,       14.598
 1288923007,         5.561,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                     10,      5,             0,            1,  b_link_tree,           32,       193.140,       14.594
 1288923007,         5.567,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                     10,      5,             0,            1,  b_link_tree,           32,        96.597,       14.623
